learning_rate,lmbd_l2,Pkeep,activity_train_accuracy,position_train_accuracy,activity_test_accuracy,position_test_accuracy
0.00033435228386416086,0.4644378274423728,0.48592123437113377,0.7267515659332275,0.7874734401702881,0.6544944047927856,0.7968164682388306
0.05918267139342438,0.0017069483920927318,0.39432669951561466,0.16656051576137543,0.25122079253196716,0.1666666716337204,0.25
0.00010200057607249896,0.0197099687021614,0.5705847493008529,0.9913482069969177,0.990180492401123,0.9400749206542969,0.9396067261695862
0.012755030599357937,0.28759939571903653,0.5808975499557203,0.6538747549057007,0.8100318312644958,0.7462546825408936,0.8183520436286926
0.0025645784023066763,0.2732201073786266,0.35638089744975043,0.8378450274467468,0.8968683481216431,0.8558052182197571,0.9063670635223389
0.0007520401522174335,0.0018812601634730956,0.6076860588410691,0.990286648273468,0.9931528568267822,0.9307116270065308,0.9133895039558411
0.00015444295060676198,0.014562563544978351,0.5888879113755956,0.9909766316413879,0.9921974539756775,0.9330524206161499,0.904026210308075
0.0009937602417497823,0.0012686712016394845,0.5312846094874789,0.990870475769043,0.9908174276351929,0.8923221230506897,0.9171348214149475
0.001510996911760814,0.2570168008989913,0.5117149632809415,0.8596072196960449,0.9222398996353149,0.9161984920501709,0.9382022619247437
0.00011363382099272983,0.056591759663213996,0.3544437509882644,0.9817940592765808,0.9868896007537842,0.9531835317611694,0.9578651785850525
0.00551525420478217,0.4380720205332621,0.6168261985157428,0.4846602976322174,0.6235668659210205,0.47940075397491455,0.5847378373146057
0.023676874891959195,0.0175675121293465,0.31122573415377425,0.3728768527507782,0.25122079253196716,0.40496253967285156,0.25
0.03531113114209618,0.0013728379575265234,0.4108218527723768,0.16656051576137543,0.25122079253196716,0.1666666716337204,0.25
0.008416868129930123,0.12233315694877635,0.4819576817404558,0.8181528449058533,0.9393842816352844,0.8192883729934692,0.9190074801445007
0.06211927534821269,0.004215799030349695,0.3123396587961696,0.1663481891155243,0.2496815323829651,0.1666666716337204,0.25
0.05073069927087518,0.1329862962488239,0.6666985336409419,0.1663481891155243,0.25122079253196716,0.1666666716337204,0.25
0.07608858179550311,0.0014433912463583333,0.4600319927964154,0.1663481891155243,0.25122079253196716,0.1666666716337204,0.25
0.00010710321335476375,0.19592757547386822,0.38010195739315134,0.9509023427963257,0.9694267511367798,0.9499063491821289,0.937265932559967
0.025025680659813188,0.04359541530382467,0.4346416032711682,0.1609872579574585,0.5292993783950806,0.1657303422689438,0.5533707737922668
0.0003247786686947839,0.17843410430923715,0.5076024314423584,0.9242569208145142,0.9683651924133301,0.9115168452262878,0.9555243253707886
0.016494175901003133,0.003398080731588142,0.6471360997055269,0.884129524230957,0.9019108414649963,0.7794944047927856,0.8099250793457031
0.0005542550479909252,0.7348073132027231,0.4597403729014951,0.4532378017902374,0.5884819626808167,0.4307115972042084,0.5987827777862549
0.06907350293551608,0.06346066078596063,0.5944104503179807,0.1670382171869278,0.24957537651062012,0.1666666716337204,0.25
0.03558163315383139,0.06308736149730237,0.3464216211641085,0.3772293031215668,0.5857218503952026,0.35299625992774963,0.6235954761505127
0.02069101501357959,0.39514901043709577,0.6898504958890517,0.36629512906074524,0.5816348195075989,0.3834269642829895,0.6114231944084167
0.0006411649828828441,0.01650247088266543,0.49381430208621635,0.9946390390396118,0.9909235835075378,0.949438214302063,0.9569288492202759
0.008169708683827206,0.5694283294032766,0.43378475073325456,0.44394904375076294,0.5266454219818115,0.4250936210155487,0.5444756746292114
0.005538274488989387,0.0019093352664623158,0.367895780571376,0.9104033708572388,0.9871019124984741,0.7921348214149475,0.9283707737922668
0.00645804199286966,0.27969171497026374,0.4561316425080407,0.6941083073616028,0.7334395051002502,0.6446629166603088,0.665730357170105
0.030599760579211363,0.0013929827219978828,0.3437757148124458,0.7671974301338196,0.668418288230896,0.6769663095474243,0.6151685118675232
0.016310506682389824,0.39328404678810336,0.3690906416634056,0.48057323694229126,0.5678343772888184,0.5706928968429565,0.5636703968048096
0.0007110429412831095,0.006432734313606708,0.48903467077996926,0.9918789863586426,0.9911358952522278,0.9026217460632324,0.9105805158615112
0.0021149030372507884,0.0546129349315832,0.4692830224529744,0.9733545780181885,0.9927813410758972,0.9485018849372864,0.992977499961853
0.0008497486745460729,0.004863681315602833,0.4362323418629678,0.9926220774650574,0.9929405450820923,0.9199438095092773,0.8618913888931274
0.07115609271813642,0.08131528780399366,0.6757218750236986,0.1670382171869278,0.24952229857444763,0.1666666716337204,0.25
0.0001305387864837294,0.9854169281734713,0.4165223451486673,0.5550955533981323,0.6180467009544373,0.5201311111450195,0.6390449404716492
0.05451997988912901,0.04414042231140755,0.5154254553719476,0.1663481891155243,0.24957537651062012,0.1666666716337204,0.25
0.00769560757630326,0.002119958219684426,0.4894911978578317,0.9900212287902832,0.9920381903648376,0.9049625396728516,0.9569288492202759
0.004463107834848337,0.008293753799150516,0.6828111445357279,0.9932590126991272,0.9967091083526611,0.8801498413085938,0.9681648015975952
0.001613911781320495,0.07774959568887604,0.5164609442328169,0.9721868634223938,0.9909235835075378,0.9503745436668396,0.9967228174209595
0.001200876370559681,0.7680029976658945,0.5078714870021681,0.4092887341976166,0.5623142123222351,0.46254682540893555,0.5426030158996582
0.0007405597988828667,0.008699939811629647,0.45076158386535037,0.9921443462371826,0.9900212287902832,0.9218164682388306,0.954587996006012
0.00015775429483411133,0.07319359599101004,0.6901869298399756,0.990392804145813,0.9910827875137329,0.9246254563331604,0.9419475793838501
0.005348455652402847,0.0011519701102997136,0.585558348292378,0.993736743927002,0.9957006573677063,0.88670414686203,0.9452247023582458
0.009956675383170816,0.004324198042297358,0.4708061670226179,0.9917197227478027,0.9938428997993469,0.88670414686203,0.959269642829895
0.0022233637254203773,0.002288574735904505,0.5343218335306704,0.9957537055015564,0.9923036098480225,0.8852996230125427,0.9171348214149475
0.00018888980385833694,0.00270126980325572,0.6476247933041324,0.9908174276351929,0.990286648273468,0.9096441864967346,0.9218164682388306
0.00010943927594260186,0.0018413440646890026,0.5714553080409731,0.9912950992584229,0.990180492401123,0.942415714263916,0.9428839087486267
0.09963377563504108,0.003560008775195557,0.5697058400383536,0.16656051576137543,0.2496815323829651,0.1666666716337204,0.25
0.025615535774109823,0.4322636693735233,0.40325013537397575,0.21884289383888245,0.48094481229782104,0.1591760367155075,0.47893258929252625
0.0030134254447891193,0.0013145641743827995,0.6450985509658094,0.9944798350334167,0.9954883456230164,0.8754681944847107,0.8974719047546387
0.004270476128891171,0.00336196350157439,0.40156613907622324,0.9917197227478027,0.9967091083526611,0.8927902579307556,0.9470973610877991
0.01870549559147913,0.23220502303920112,0.4838306661320965,0.4349256753921509,0.5261677503585815,0.46348315477371216,0.5079588294029236
0.0006024990227569192,0.014023442508202246,0.3033216578613272,0.9929405450820923,0.9919320344924927,0.9143258333206177,0.9353932738304138
0.07070228400663953,0.013431202221110597,0.39733699422309915,0.1663481891155243,0.25122079253196716,0.1666666716337204,0.25
0.06767049110433901,0.017503101882721306,0.3178043525329893,0.1670382171869278,0.2496815323829651,0.1666666716337204,0.25
0.0014061448121857761,0.007185485872466682,0.31374916942073655,0.9904458522796631,0.9901273846626282,0.8787453174591064,0.898876428604126
0.0469968491117034,0.6747799668986735,0.5014357576176343,0.3199044466018677,0.5270169973373413,0.318352073431015,0.5051498413085938
0.00019284797234499912,0.009102706005835494,0.4622427434525743,0.993789792060852,0.990180492401123,0.9419475793838501,0.9410112500190735
0.02380322841037294,0.013429038271294408,0.6973951219148744,0.16656051576137543,0.25122079253196716,0.1666666716337204,0.25
0.003193020561018825,0.4843993379105951,0.6738083498260808,0.5201698541641235,0.4951167702674866,0.5262172222137451,0.43820226192474365
0.0011034302074873594,0.45908804600180114,0.43789191520780685,0.6626327037811279,0.6773354411125183,0.658707857131958,0.6764981150627136
0.002024833789822114,0.030189148874920906,0.45604714741811747,0.9901273846626282,0.9964967966079712,0.932584285736084,0.9616104960441589
0.001110308468112198,0.006000815780386741,0.6100543329894704,0.9931528568267822,0.9921974539756775,0.9353932738304138,0.9485018849372864
0.0004946619624318136,0.021095793251255237,0.4275756617349228,0.9917197227478027,0.990392804145813,0.9508426785469055,0.9133895039558411
0.0012646640781339804,0.00876640240062558,0.4685643037262563,0.9945859909057617,0.9900743365287781,0.9288389682769775,0.9269663095474243
0.00029724530030937146,0.08876138872785669,0.35318960275225963,0.9788216352462769,0.9925159215927124,0.920880138874054,0.9550561904907227
0.0008197135606168619,0.8482620629217326,0.6675670833648153,0.4651273787021637,0.49522292613983154,0.5009363293647766,0.4578651785850525
0.00010236085116439254,0.12557287809169093,0.3620302145928432,0.9525477886199951,0.9732484221458435,0.9349250793457031,0.9644194841384888
0.003869078293526377,0.006486445712832124,0.3021074069240848,0.9903396964073181,0.9927813410758972,0.8801498413085938,0.9597378373146057
0.0012326931983387215,0.003907891886944901,0.6581190530349694,0.9943205714225769,0.9900212287902832,0.9129213690757751,0.9213483333587646
0.001409463502728285,0.22310105909953856,0.5763132487189314,0.9032378196716309,0.9431528449058533,0.9119850397109985,0.9241573214530945
0.0001839514386891375,0.4229165994423645,0.6766934874632462,0.821868360042572,0.8932590484619141,0.8665730357170105,0.9335206151008606
0.007746939343809068,0.0016588812203830138,0.6629332976010027,0.9923036098480225,0.9913482069969177,0.8712546825408936,0.9742509126663208
0.024237060561428388,0.0019348576859141932,0.35952827079409533,0.1670382171869278,0.2496815323829651,0.1666666716337204,0.25
0.04345134070935677,0.33101574382065485,0.3913196329512507,0.16650743782520294,0.3942144513130188,0.1666666716337204,0.35440075397491455
0.027638116683706585,0.2600958557198711,0.5225650127333116,0.5317940711975098,0.4970806837081909,0.608146071434021,0.4691011309623718
0.02951297955566751,0.0013957693237654602,0.6849181286136581,0.1663481891155243,0.4970806837081909,0.1666666716337204,0.5
0.05026145092838892,0.007051912906125401,0.6456743135401182,0.1670382171869278,0.25122079253196716,0.1666666716337204,0.25
0.0005429365326609805,0.015338998218929806,0.5427996747159181,0.9915605187416077,0.990498960018158,0.9588015079498291,0.9302434325218201
0.06393676494462126,0.018041989212840556,0.5357622205145329,0.1663481891155243,0.2496815323829651,0.1666666716337204,0.25
0.00721348787795282,0.001402053019948048,0.45963727196085646,0.9919851422309875,0.9951698780059814,0.9250936508178711,0.959269642829895
0.028856595519264575,0.3452309516758803,0.4636383923026413,0.33710190653800964,0.5305732488632202,0.39559924602508545,0.5411984920501709
0.0841314416604274,0.0020341391177455884,0.32580361479493947,0.1663481891155243,0.25122079253196716,0.1666666716337204,0.25
0.031130957542447428,0.21007499448177797,0.48902866940761974,0.4679405391216278,0.5530785322189331,0.49438202381134033,0.6409175992012024
0.0002036095891960773,0.023724949918722933,0.40455580917542455,0.990392804145813,0.9912420511245728,0.9470973610877991,0.9499063491821289
0.0027104331451256844,0.017883246643490856,0.6271471831486688,0.9900212287902832,0.9933121204376221,0.9344569444656372,0.9513108730316162
0.022110738795968053,0.0010702251973751693,0.31757680066467553,0.1663481891155243,0.24952229857444763,0.1666666716337204,0.25
0.09762975697334725,0.0010226474299032508,0.5597147908768227,0.16714437305927277,0.2496815323829651,0.1666666716337204,0.25
0.008386485327671538,0.09588674517250242,0.5455477302430518,0.8520169854164124,0.699999988079071,0.898876428604126,0.6896067261695862
0.055452242642475225,0.007336100970260997,0.3414962302293789,0.1663481891155243,0.2496815323829651,0.1666666716337204,0.25
0.00929196666561894,0.001331933469115567,0.45430887192902286,0.990870475769043,0.993418276309967,0.8721910119056702,0.9447565674781799
0.00012541258768570057,0.001617017191396186,0.37903975137052714,0.990498960018158,0.9949575662612915,0.9105805158615112,0.9302434325218201
0.08980151136575737,0.001137736189012135,0.4364964549052073,0.16656051576137543,0.2496815323829651,0.1666666716337204,0.25
0.057264029078299354,0.005957771263289588,0.6073689538596061,0.16656051576137543,0.24957537651062012,0.1666666716337204,0.25
0.0019936967010508724,0.028175330395038806,0.6623867439741169,0.9902335405349731,0.9910827875137329,0.9101123809814453,0.9218164682388306
0.0015599488549479007,0.006114124349242918,0.3887194381507558,0.9929936528205872,0.9923036098480225,0.9138576984405518,0.9396067261695862
0.0038966532562116933,0.5525540167597566,0.3221988490647176,0.48418259620666504,0.5293524265289307,0.4588015079498291,0.5472846627235413
0.028838097414285956,0.0022214475235418072,0.5994525697933615,0.1670382171869278,0.24957537651062012,0.1666666716337204,0.25
0.018442195696134794,0.00950029976959819,0.6169293991506839,0.16656051576137543,0.25122079253196716,0.1666666716337204,0.25
0.011674385396799051,0.0017999806142882243,0.3421082883948631,0.9904458522796631,0.9961252808570862,0.891853928565979,0.970973789691925
0.005194197559743172,0.5567783337820611,0.6696798743538841,0.46640127897262573,0.5700106024742126,0.43726590275764465,0.5397940278053284
0.04556018328884396,0.23479768904745468,0.42321338695209393,0.16656051576137543,0.37261146306991577,0.1666666716337204,0.35580524802207947
0.0003671278146031107,0.07169719850033497,0.41195972748840054,0.9803078770637512,0.9926220774650574,0.9456928968429565,0.9274344444274902
0.0025134081430722927,0.09350690990392428,0.5979567117310682,0.9420382380485535,0.9866772890090942,0.9096441864967346,0.983146071434021
0.08364386402480575,0.0021788085271949352,0.5150439062103354,0.16714437305927277,0.25122079253196716,0.1666666716337204,0.25
0.07062843084439846,0.24844921407310536,0.353524754160371,0.16656051576137543,0.25122079253196716,0.1666666716337204,0.25
0.013863085023962544,0.004365490588636465,0.3097328558608062,0.7417197227478027,0.844161331653595,0.7073969841003418,0.8497191071510315
0.07028823723899807,0.05906855153619235,0.6683819123193853,0.1670382171869278,0.25122079253196716,0.1666666716337204,0.25
0.0002803383194782067,0.22571091768974716,0.6997006607771823,0.890339732170105,0.9599787592887878,0.9222846627235413,0.9442883729934692
0.0002415286151125908,0.6293890474506622,0.5952553384879878,0.49299362301826477,0.6324309706687927,0.4330524206161499,0.6610487103462219
0.00010101269669887391,0.013285369845474708,0.3101794251822417,0.8491507172584534,0.9652866125106812,0.8066479563713074,0.8951311111450195
0.0019107166468988516,0.11880552325348213,0.5358065817500131,0.95307856798172,0.9676221013069153,0.9508426785469055,0.9686329364776611
0.0018195395079213539,0.0018802395017714847,0.41049317672075364,0.990658164024353,0.9964967966079712,0.867977499961853,0.9405430555343628
0.0006258591300635862,0.014794873178664084,0.5491311308388569,0.990498960018158,0.9914012551307678,0.8684456944465637,0.920880138874054
0.003248150925534805,0.17205399460080018,0.5049286655548231,0.9006900191307068,0.95307856798172,0.9115168452262878,0.9386703968048096
0.0005432478465239214,0.0017724051504584674,0.6453147727797413,0.9918258786201477,0.9913482069969177,0.9166666865348816,0.9250936508178711
0.033810108851153944,0.16291847814310878,0.6169211317353862,0.34341827034950256,0.6736730337142944,0.3487827777862549,0.6385768055915833
0.02139228792001526,0.023845046424241498,0.5805362071267649,0.16656051576137543,0.2496815323829651,0.1666666716337204,0.25
0.08728074714114446,0.18605616242085532,0.3048376528321378,0.1663481891155243,0.24952229857444763,0.1666666716337204,0.25
0.05201797429646347,0.005417634186793751,0.44478543300112505,0.1663481891155243,0.2496815323829651,0.1666666716337204,0.25
0.00022335468663397804,0.0018628145829105481,0.4686976198377248,0.9902335405349731,0.9927282333374023,0.920880138874054,0.9269663095474243
0.02539987269709609,0.023584556366467866,0.5747564165582506,0.16714437305927277,0.25122079253196716,0.1666666716337204,0.25
0.0005108902246173335,0.07124121002691396,0.5722846444725329,0.9908174276351929,0.990392804145813,0.9686329364776611,0.9124531745910645
0.03440214687469534,0.548003306943721,0.3867986504876119,0.4217621982097626,0.5167728066444397,0.4236891269683838,0.5416666865348816
0.006268378141369989,0.0012814782516187306,0.6418254282913298,0.9910827875137329,0.993418276309967,0.8932584524154663,0.9396067261695862
0.04384421210148885,0.3524421863306858,0.3874131545047862,0.3326433002948761,0.5020169615745544,0.30383893847465515,0.5313670635223389
0.03447286398661052,0.022099677835879593,0.593082511573483,0.1670382171869278,0.24957537651062012,0.1666666716337204,0.25
0.02792139907020866,0.8496581713486425,0.6595233729449959,0.2916666567325592,0.46459659934043884,0.3089887499809265,0.5098314881324768
0.0006362034832200982,0.001599609150273148,0.419431516088933,0.9900743365287781,0.9931528568267822,0.86329585313797,0.9302434325218201
0.0015156097585608016,0.15240409728719786,0.3098682957059634,0.9162951111793518,0.9755838513374329,0.9396067261695862,0.954587996006012
0.012052782324321646,0.050020580951836105,0.6927829552895031,0.9439490437507629,0.968949019908905,0.858146071434021,0.9321160912513733
0.0032341940344673306,0.004450764768381636,0.505172554144968,0.9917197227478027,0.9956475496292114,0.8417602777481079,0.9503745436668396
0.005618440732115383,0.0016513279874558254,0.3424790020979269,0.9900212287902832,0.9961252808570862,0.891853928565979,0.9414793848991394
0.00432103220142986,0.8946911822448148,0.4041100086866069,0.20244161784648895,0.4846602976322174,0.2083333283662796,0.5060861706733704
0.0006775833004810997,0.039067805809893906,0.4011548105101915,0.9906051158905029,0.990286648273468,0.9470973610877991,0.9138576984405518
0.009154422198580816,0.00267472693518665,0.6883695021191797,0.1663481891155243,0.35658174753189087,0.1666666716337204,0.3731273412704468
0.02789748730924243,0.04147516725035149,0.5968080691951059,0.1663481891155243,0.24957537651062012,0.1666666716337204,0.25
0.005050063390090232,0.0658767383001497,0.4576184336471384,0.9210191369056702,0.9704352617263794,0.8768726587295532,0.9386703968048096
0.00026755645102483316,0.04898268695809429,0.36892041378687657,0.990392804145813,0.9916666746139526,0.9250936508178711,0.9297752976417542
0.0009982773462782122,0.9023442331354169,0.368564520792242,0.2061571180820465,0.4680466949939728,0.2083333283662796,0.477059930562973
0.0028194511592878175,0.0973159434764785,0.5344114690808216,0.9461783170700073,0.9890127182006836,0.9260299801826477,0.9794007539749146
0.00031920780011488527,0.018757722674373332,0.6688926435509963,0.990658164024353,0.9930467009544373,0.9138576984405518,0.9250936508178711
0.0006542894453853485,0.025440415362747482,0.4199495798374139,0.9905520081520081,0.9907112717628479,0.9583333134651184,0.920412003993988
0.0001278805222548307,0.641388482545193,0.5135892421633472,0.7629511952400208,0.8108810782432556,0.73829585313797,0.7916666865348816
0.0008132009650523823,0.006464219936029428,0.40003708943444616,0.9928343892097473,0.990764319896698,0.9190074801445007,0.9105805158615112
0.0038110435913621507,0.04311277863400382,0.5095053655142086,0.9770700931549072,0.9794055223464966,0.9503745436668396,0.9915730357170105
0.00948271303156554,0.009705703501912388,0.6473464577634713,0.9459129571914673,0.9618896245956421,0.9625468254089355,0.8965355753898621
0.0017350104746913033,0.09511321549588243,0.4220417869726473,0.9476114511489868,0.981528639793396,0.9503745436668396,0.9583333134651184
0.00020132425538482178,0.008468921476054115,0.5621206285136396,0.9902335405349731,0.9911889433860779,0.920880138874054,0.9400749206542969
0.0025168104037014767,0.021531755996947025,0.4269468655231461,0.9913482069969177,0.9976114630699158,0.9405430555343628,0.9522472023963928
0.00031263148868578873,0.03320164278929297,0.6427770289924276,0.990658164024353,0.9908174276351929,0.9288389682769775,0.9171348214149475
0.0211280656126325,0.0018854515932601105,0.3950943971504561,0.16656051576137543,0.24952229857444763,0.1666666716337204,0.25
0.0006017632750688853,0.013387153477354636,0.3689932267233741,0.9917197227478027,0.9905520081520081,0.9194756746292114,0.9218164682388306
0.00019105200473172943,0.18481855751553447,0.4875569030052004,0.9456475377082825,0.9730361104011536,0.9396067261695862,0.9868913888931274
0.00037920371374173807,0.3029447262773914,0.6599417218902605,0.8600849509239197,0.9348726272583008,0.8993445634841919,0.9447565674781799
0.0018907595538537718,0.022637807117780788,0.5673748816582468,0.9910827875137329,0.993895947933197,0.9171348214149475,0.9447565674781799
0.0005250602486389623,0.00300108861809451,0.4613995004169039,0.9912420511245728,0.9910827875137329,0.9199438095092773,0.9382022619247437
0.0037600041662280066,0.28834439729578076,0.6688168705518901,0.7941082715988159,0.7721337676048279,0.8057116270065308,0.824438214302063
0.005112550686292059,0.019998269471721203,0.46486095186325493,0.9909235835075378,0.9951167702674866,0.9311797618865967,0.9845505356788635
0.0007918528457502505,0.0035726780843211943,0.6226685792776097,0.9925690293312073,0.9920381903648376,0.9115168452262878,0.9190074801445007
0.00010585163414700437,0.39419496183883657,0.6250432667785986,0.8989384174346924,0.9485668540000916,0.9068351984024048,0.9400749206542969
0.0023523914704528925,0.524230931311121,0.3067772680729544,0.5733545422554016,0.5297770500183105,0.5777153372764587,0.5566479563713074
0.0008161749027426855,0.2536570246496105,0.3043334525213106,0.8691613674163818,0.9157112240791321,0.891853928565979,0.9475655555725098
0.00018906671628160496,0.0054723888703966305,0.5505376354881921,0.9908174276351929,0.9912950992584229,0.9026217460632324,0.9386703968048096
0.0005289277648602922,0.17798238485260345,0.3733043048320894,0.9029192924499512,0.9722930192947388,0.949438214302063,0.949438214302063
0.007162730929647777,0.01834422174711754,0.3427879067373151,0.9834925532341003,0.9891719818115234,0.9428839087486267,0.9503745436668396
0.0007385366864835726,0.2941797073355418,0.5829163635531114,0.8572186827659607,0.9162951111793518,0.9213483333587646,0.9485018849372864
0.0008434141508691773,0.48356061186744664,0.4239326649849654,0.5499469041824341,0.5347133874893188,0.562734067440033,0.5477527976036072
0.0001554488765364896,0.2103879535430704,0.3251356584181913,0.9176751375198364,0.9604564905166626,0.9311797618865967,0.9667602777481079
0.024924511547292423,0.06153554121793041,0.531009276690037,0.27048832178115845,0.5429405570030212,0.2509363293647766,0.5177902579307556
0.004090551722749147,0.45281548990394127,0.307484931757062,0.4651273787021637,0.5463376045227051,0.4232209622859955,0.5852059721946716
0.02039984863551503,0.04615152045386225,0.5106840447754917,0.16656051576137543,0.25122079253196716,0.1666666716337204,0.25
0.0006474247970600477,0.0037847428785835317,0.3697007182741811,0.9908174276351929,0.9973991513252258,0.9653558135032654,0.9438202381134033
0.00019153766327113878,0.0013400392355565939,0.4170738517842768,0.990286648273468,0.9900743365287781,0.9241573214530945,0.9400749206542969
0.005483553119736375,0.0014939293402225834,0.6809371372219718,0.9916666746139526,0.9931528568267822,0.8834269642829895,0.8529962301254272
0.008913223420518616,0.15917356867976987,0.5945164899615581,0.8393843173980713,0.9727706909179688,0.800561785697937,0.9470973610877991
0.0657142346890063,0.7350388188019574,0.4135586459669552,0.22282378375530243,0.5112526416778564,0.1760299652814865,0.5074906349182129
0.0009693735686138381,0.041424792245386824,0.4613116671557122,0.9900212287902832,0.990286648273468,0.9536516666412354,0.9569288492202759
0.00034511956356051614,0.01186664611647614,0.3530776630941444,0.9913482069969177,0.990286648273468,0.9138576984405518,0.9367977380752563
0.0007445398599143921,0.00377735452146202,0.46158902096443305,0.9910827875137329,0.9957537055015564,0.9082397222518921,0.904026210308075
0.0004210817059660316,0.005673642399284962,0.6220893585907705,0.9900743365287781,0.990286648273468,0.9279026389122009,0.9517790079116821
0.03647012624333993,0.10046723466236972,0.6063871526260214,0.1670382171869278,0.24952229857444763,0.1666666716337204,0.25
0.0023165657325038467,0.25168737871920144,0.30516812540043775,0.7649150490760803,0.853397011756897,0.7279962301254272,0.8192883729934692
0.0003910356703151983,0.0016448880239399658,0.4992610168031558,0.9905520081520081,0.990180492401123,0.8876404762268066,0.9489700198173523
0.00017440815754070845,0.008306366084532878,0.5618020981071877,0.9916135668754578,0.9909766316413879,0.9274344444274902,0.920880138874054
0.00038178382828301684,0.10334257939204088,0.3675104989150192,0.9700636863708496,0.9829087257385254,0.9508426785469055,0.9775280952453613
0.0029960884110612545,0.07545248126441147,0.33348714866345386,0.9522823691368103,0.9858810901641846,0.9264981150627136,0.9859550595283508
0.00021551168041823078,0.04505174742028346,0.4874237266021136,0.9943205714225769,0.990180492401123,0.9620786309242249,0.954587996006012
0.001150664044252596,0.0028047020252233127,0.532457117147036,0.9944798350334167,0.9923036098480225,0.9161984920501709,0.9419475793838501
0.0021453262857564913,0.663710679785824,0.6901879863216356,0.4582802653312683,0.5351380109786987,0.48033708333969116,0.507022500038147
0.0007597221007807915,0.002513374377722765,0.44367382419905554,0.9914012551307678,0.9920381903648376,0.8960674405097961,0.9138576984405518
0.002905794943273122,0.001780761285310399,0.3735237710201432,0.9911358952522278,0.9908174276351929,0.9007490873336792,0.9335206151008606
0.0019375179663150143,0.001283016795895784,0.5641901006632242,0.9929936528205872,0.990498960018158,0.9058988690376282,0.8932584524154663
0.002624595708692102,0.005778095922013898,0.3601944205803303,0.990658164024353,0.9929936528205872,0.920880138874054,0.9550561904907227
0.02520043840932639,0.13483181159019816,0.366508175953384,0.16656051576137543,0.24952229857444763,0.1666666716337204,0.25
0.016838320625338583,0.0031314343225962073,0.4635759321635077,0.8986199498176575,0.9690021276473999,0.8164793848991394,0.9311797618865967
0.00014010060801737128,0.002701899148104103,0.34976395365784835,0.9909235835075378,0.9957537055015564,0.9316479563713074,0.9391385912895203
0.08237123266623575,0.736851479919548,0.5396887051138524,0.1662951111793518,0.26794055104255676,0.1666666716337204,0.2757490575313568
0.05129596580887999,0.5660859474968671,0.4893417893701788,0.26183652877807617,0.4701167643070221,0.25234082341194153,0.49531835317611694
